x_x,x_y,x_z,v_x,v_y,v_z,q0,q1,q2,q3,w_x,w_y,w_z,W1,W2,W3,W4,B_x,B_y,B_z,q_e_norm
5.646922805366177112e+06,-3.782349767762650270e+06,1.640611855695021804e+05,2.528847405927022010e+03,4.036792746533909394e+03,5.991719238528021378e+03,-1.958275568542093004e-01,8.258777385939171101e-01,5.114515571236402103e-01,1.476113602003907843e-01,1.416875621230782312e-01,3.101148171514904808e-02,-9.134725057643438423e-03,-6.885410963120351766e-05,-1.568589756409917918e-05,1.683974695778277741e-04,1.253453367012121250e-05,7.645535804236548954e-06,-9.007056387169327813e-06,-2.196295458280480436e-05,-1.888916556692432636e-03
5.648186325494030491e+06,-3.780330766321164556e+06,1.670570187790774216e+05,2.525232970702381863e+03,4.039212804043975666e+03,5.991613280215021405e+03,-2.283133917420796521e-01,8.156258238438452990e-01,5.176536577413701767e-01,1.363204491916571448e-01,1.416402731616175914e-01,3.027381904142791014e-02,-1.338022109827484950e-02,-1.673154811986737281e-04,-7.935000369233681874e-05,-1.067477787052639125e-04,-1.936285862047535316e-05,8.068239568089446319e-06,-1.058422945422729170e-05,-2.113474193021602613e-05,-1.950402692901809232e-03
5.649448038202201948e+06,-3.778310555174028035e+06,1.700527985301657172e+05,2.521617727403504432e+03,4.041631569005784058e+03,5.991505404585832366e+03,-2.606469929751311643e-01,8.040661818099907876e-01,5.232951014673125067e-01,1.254951104157221997e-01,1.410589503900266106e-01,3.269457085791034612e-02,-1.475968684935213826e-02,-6.655425883923482230e-05,6.322761007681870370e-05,5.945528407114091760e-05,-8.229799746939286454e-05,8.502658825199923450e-06,-1.201764385220135855e-05,-2.021613949414405043e-05,-2.011503711270234973e-03
5.650707943086947314e+06,-3.776289134967709426e+06,1.730485238641175383e+05,2.518001677187267887e+03,4.044049040645329114e+03,5.991395611674972315e+03,-2.925455663676890805e-01,7.911881515572013468e-01,5.284124079695000642e-01,1.156957602365916715e-01,1.386202381469458234e-01,3.627820354944680248e-02,-1.711039289122819745e-02,1.136168637000877049e-04,3.848303797923803962e-06,-9.554526921171348978e-05,-1.989529913278142320e-04,8.856622720764583057e-06,-1.342257014251004971e-05,-1.905590868340026309e-05,-2.070514309084448001e-03
5.651966039745093323e+06,-3.774266506349063013e+06,1.760441938223008474e+05,2.514384821210808241e+03,4.046465218189018742e+03,5.991283901517575032e+03,-3.249634387664422919e-01,7.767862323195645624e-01,5.331476217864290490e-01,1.051117909521938620e-01,1.435037320975032782e-01,3.604963899574203240e-02,-1.795762496708881717e-02,-1.174033462982348124e-04,-6.464196449358877543e-05,-1.250698869769768562e-05,3.942325707905703562e-05,9.411668786521603828e-06,-1.460659156007916955e-05,-1.797720059943618191e-05,-2.132940604592237221e-03
5.653222327774054371e+06,-3.772242669965329114e+06,1.790398074461013020e+05,2.510767160631519801e+03,4.048880100863677399e+03,5.991170274149389115e+03,-3.563478730569322739e-01,7.607039907709328697e-01,5.380942286263497021e-01,9.598358191286943120e-02,1.394625632067720833e-01,3.878838624652989481e-02,-2.449562443556876565e-02,6.949796804641250982e-05,1.503336299252853807e-04,-1.820660794407856704e-04,-1.173287759045426953e-04,9.835238192089812521e-06,-1.577408093154349176e-05,-1.670341499702808773e-05,-2.189807038067259626e-03
5.654476806771814823e+06,-3.770217626464137342e+06,1.820353637769224879e+05,2.507148696607053807e+03,4.051293687896542906e+03,5.991054729606773435e+03,-3.881222977335472835e-01,7.432781101898187082e-01,5.421061158957017900e-01,8.691454270654239145e-02,1.420600247939370897e-01,4.164706427893822421e-02,-2.447508949591462382e-02,-1.364568168861096957e-04,-9.411193063938763615e-05,7.400745564131410554e-05,3.250159155566339429e-05,1.036825842603190272e-05,-1.678602955114930653e-05,-1.530152570667352738e-05,-2.249872148395448690e-03
5.655729476336942986e+06,-3.768191376493499614e+06,1.850308618561863841e+05,2.503529430295318434e+03,4.053705978515265542e+03,5.990937267926702589e+03,-4.192729435752273193e-01,7.246769381367718088e-01,5.453868239332878565e-01,7.910516517588241092e-02,1.390432785772870439e-01,4.556528349061176458e-02,-2.700846827599462374e-02,8.222227062303830148e-05,-2.684089390880907262e-05,-2.531852616215641573e-04,-2.079994208599535751e-04,1.092977896325036004e-05,-1.768228651099734537e-05,-1.385424215922270402e-05,-2.308326781855774001e-03
5.656980336068587378e+06,-3.766163920701817609e+06,1.880263007253337128e+05,2.499909362854479241e+03,4.056116971947913953e+03,5.990817889146765992e+03,-4.495408733543459490e-01,7.048900820359682573e-01,5.483529507823711180e-01,7.151668829037453878e-02,1.378836509692793200e-01,4.518340700696080875e-02,-2.931981352500986904e-02,-4.012705290792198463e-05,4.311351694775226815e-06,2.608171331639453586e-04,3.259121480749881496e-05,1.145721293363072993e-05,-1.848268472550584177e-05,-1.229081071425608414e-05,-2.360400551838726102e-03
5.658229385566468351e+06,-3.764135259737876244e+06,1.910216794258240261e+05,2.496288495442957355e+03,4.058526667422970604e+03,5.990696593305166061e+03,-4.792251256832691375e-01,6.845255879259460885e-01,5.499319701153274620e-01,6.489224863935459664e-02,1.347651316851232461e-01,4.926012760730483914e-02,-2.857679091259384199e-02,-2.180938589603610234e-04,-5.453681749362006371e-06,-1.001722657282978345e-04,1.091461234415528117e-04,1.201628725302009657e-05,-1.913463365325574438e-05,-1.070004464099804048e-05,-2.410267572056090657e-03
5.659476624430891126e+06,-3.762105394250847399e+06,1.940169969991362304e+05,2.492666829219430838e+03,4.060935064169333600e+03,5.990573380440718211e+03,-5.087714978940121036e-01,6.625234318063759620e-01,5.510818790585615412e-01,5.913304295817647938e-02,1.355016080863232775e-01,5.256052304419393112e-02,-3.267660214470293617e-02,1.431083701750084569e-04,-3.504649125564321643e-05,-2.836545174147640002e-05,8.377206934797881298e-05,1.243343681038354812e-05,-1.960100472729751347e-05,-9.037649082140371615e-06,-2.462057896421843139e-03
5.660722052262743004e+06,-3.760074324890288524e+06,1.970122524867687607e+05,2.489044365342832862e+03,4.063342161416315321e+03,5.990448250592845397e+03,-5.379994024417729115e-01,6.389550541849754461e-01,5.517605180585876123e-01,5.414468023597299173e-02,1.360237836205851758e-01,5.522011886492715627e-02,-3.650274226441025532e-02,1.549589090308107651e-04,1.116741384893382987e-04,9.443832395615979632e-05,5.072785808144314392e-05,1.307721108220218008e-05,-1.998326898904471383e-05,-7.363191291564710021e-06,-2.514659943034347478e-03
5.661965668663483113e+06,-3.758042052306140307e+06,2.000074449302397261e+05,2.485421104972351714e+03,4.065747958393644694e+03,5.990321203801595402e+03,-5.661842106611064684e-01,6.150133751671145177e-01,5.512918079762538781e-01,4.946246868939146307e-02,1.332343255385180503e-01,5.624118460148126719e-02,-3.528152656540545218e-02,1.026019232437084286e-04,1.097921537623972868e-04,8.671906032212391775e-05,7.428046817301684770e-05,1.362846188724562808e-05,-2.022800403375828914e-05,-5.583495167305536570e-06,-2.558726900258267989e-03
5.663207473235157318e+06,-3.756008577148731798e+06,2.030025733710877248e+05,2.481797049267430793e+03,4.068152454331465378e+03,5.990192240107618090e+03,-5.937623138323669947e-01,5.898116633764820538e-01,5.502256179545138570e-01,4.571114529974586171e-02,1.324186534781360836e-01,5.878340395028355120e-02,-3.879792379300273791e-02,-1.971494385240671896e-04,3.193521643403060133e-05,-9.232720825423606614e-05,-8.606485755610043917e-06,1.403722934681779208e-05,-2.023117995213386558e-05,-3.804871353408332073e-06,-2.601891869587369399e-03
5.664447465580386110e+06,-3.753973900068775285e+06,2.059976368508715532e+05,2.478172199387769524e+03,4.070555648460341672e+03,5.990061359552184513e+03,-6.211828314785585725e-01,5.636606210179592180e-01,5.476863187994178706e-01,4.265591385622036907e-02,1.324915312185677430e-01,6.372763666197549248e-02,-3.908911863627425459e-02,-3.169063644118807755e-05,1.637777483260220940e-04,1.780564800678319473e-05,1.568375799280053058e-04,1.466149508085821218e-05,-2.023136913770906751e-05,-2.056047064339991754e-06,-2.646187248303455419e-03
5.665685645302374847e+06,-3.751938021717366297e+06,2.089926344111710787e+05,2.474546556493317439e+03,4.072957540011248966e+03,5.989928562177177810e+03,-6.477011633537350654e-01,5.365534158728564318e-01,5.444202173272514322e-01,4.060485959732366285e-02,1.305074195696775408e-01,6.597085839542386754e-02,-4.217489447270032082e-02,-5.088253411078713813e-05,3.095017600654301264e-05,8.725859413887080297e-05,2.644392946892953390e-05,1.504134666505325007e-05,-1.996377074231061983e-05,-2.412756829547975153e-07,-2.688212383261667782e-03
5.666922012004903518e+06,-3.749900942745985463e+06,2.119875650935870362e+05,2.470920121744281460e+03,4.075358128215582838e+03,5.989793848025091393e+03,-6.730607739343623663e-01,5.096023797657902588e-01,5.396796237595293810e-01,3.959803497921229876e-02,1.251134432321295009e-01,6.945802645861472169e-02,-4.156340005109327579e-02,4.730509638822239746e-05,1.361604617075195280e-05,-7.046383825615728320e-05,-6.888130341524601906e-05,1.533916866651705948e-05,-1.957598448923433105e-05,1.557883591967914529e-06,-2.725947365459724381e-03
5.668156565292335115e+06,-3.747862663806500379e+06,2.149824279397416394e+05,2.467292896301120891e+03,4.077757412305156322e+03,5.989657217139036220e+03,-6.977316946189200397e-01,4.815874370864659526e-01,5.341462893323991601e-01,3.918238962436233069e-02,1.251633789111308015e-01,7.146852565178149486e-02,-4.392891299826102991e-02,7.119908443220490082e-05,1.211872359269913182e-06,2.188586384397834866e-05,5.674639961021833188e-07,1.571555005528628329e-05,-1.921931948613598914e-05,3.383352931573914495e-06,-2.761420754193499860e-03
5.669389304769614711e+06,-3.745823185551158618e+06,2.179772219912788132e+05,2.463664881324547423e+03,4.080155391512198548e+03,5.989518669562730793e+03,-7.216464779089452053e-01,4.531544443183596060e-01,5.272472622830260969e-01,3.952998031528997397e-02,1.230291289444995495e-01,7.517779233169995246e-02,-4.443373328607555517e-02,-9.800311641667125548e-05,1.383780328114773397e-04,-3.322722489395798801e-05,6.335006482719753289e-05,1.595618715628185043e-05,-1.854856938796939001e-05,5.136235285485246583e-06,-2.794919167775855584e-03
5.670620230042263865e+06,-3.743782508632594254e+06,2.209719462898645143e+05,2.460036077975525586e+03,4.082552065069355194e+03,5.989378205340512977e+03,-7.442481477174985871e-01,4.242540349493925667e-01,5.198368460571998195e-01,4.016365964382678094e-02,1.213098091922370364e-01,7.447543153499726343e-02,-4.551662786335213678e-02,1.203949139928863393e-04,1.793356988758384703e-04,-8.134297562181502003e-05,-6.118948122649989208e-05,1.622225005961583434e-05,-1.788409638620176814e-05,6.805082166659509351e-06,-2.819436367917260711e-03
5.671849340716386214e+06,-3.741740633703822736e+06,2.239665998771869927e+05,2.456406487415273205e+03,4.084947432209690305e+03,5.989235824517331821e+03,-7.661353783711798426e-01,3.951267188089701010e-01,5.108377488700364122e-01,4.192501164795277985e-02,1.181799146085159569e-01,7.963864685602947691e-02,-4.675407068592755955e-02,6.100460613473019061e-05,2.735365870260721998e-05,7.109334049867089005e-05,4.351351665842618745e-05,1.627278887203949264e-05,-1.702756111861461729e-05,8.537218310356867588e-06,-2.846112080100660080e-03
5.673076636398667470e+06,-3.739697561418245081e+06,2.269611817949571123e+05,2.452776110805259577e+03,4.087341492166689022e+03,5.989091527138749370e+03,-7.871288972798771155e-01,3.655581508620843190e-01,5.007548321772430366e-01,4.356933335573706656e-02,1.181667783009537898e-01,8.101227981857685168e-02,-4.573625984436010400e-02,-1.284971948525233713e-04,2.828020222030965395e-05,5.507425575130507059e-05,-1.031227922834253077e-05,1.622377672230086742e-05,-1.614024478897490222e-05,1.026673538870775991e-05,-2.863390845645019667e-03
5.674302116696372628e+06,-3.737653292429644149e+06,2.299556910849087290e+05,2.449144949307204115e+03,4.089734244174250307e+03,5.988945313250939762e+03,-8.070489009975296835e-01,3.360867784974864714e-01,4.893157807331103282e-01,4.688353184688200115e-02,1.127287812824187135e-01,8.552610629924617403e-02,-4.898169483720822559e-02,4.831739991551191863e-05,4.796544886047133963e-05,1.458828444556954304e-04,-7.017245110341714469e-05,1.614736405619662666e-05,-1.499542807857837276e-05,1.189819916002942951e-05,-2.887302204186426025e-03
5.675525781217350625e+06,-3.735607827392186504e+06,2.329501267887988070e+05,2.445513004083078613e+03,4.092125687466694217e+03,5.988797182900690132e+03,-8.262195413592275939e-01,3.060273871536688950e-01,4.765906036227684495e-01,5.028814558895331605e-02,1.131909295821895561e-01,8.842570984623011887e-02,-4.883338143937567682e-02,1.085084686679551715e-05,4.440965413146335237e-06,-1.209282520019836166e-04,-1.323161695493662443e-04,1.596239557168814479e-05,-1.382594646550373255e-05,1.337767656047255326e-05,-2.907122300233710988e-03
5.676747629570025951e+06,-3.733561166960421018e+06,2.359444879484079720e+05,2.441880276295107706e+03,4.094515821278758722e+03,5.988647136135405162e+03,-8.442587843258567704e-01,2.757787449520527900e-01,4.628127389323211105e-01,5.459856633645364388e-02,1.104978046447370743e-01,9.087634293931333429e-02,-5.111019711602655946e-02,5.160052164234860020e-05,6.837748597776185186e-06,-2.083118413886547173e-04,5.045919346913186818e-05,1.557542433908035577e-05,-1.279223672284128425e-05,1.484117669969546462e-05,-2.928608825405465410e-03
5.677967661363409832e+06,-3.731513311789278872e+06,2.389387736055408604e+05,2.438246767105762046e+03,4.096904644845601979e+03,5.988495173003098898e+03,-8.610875520977859798e-01,2.463247659490162833e-01,4.475860225444033835e-01,5.967934095773000380e-02,1.047565230304354500e-01,9.417667355595160661e-02,-5.090438184239098884e-02,1.096806469071857076e-05,1.106630570604320569e-04,-1.405808337121511678e-04,6.166138294809321693e-05,1.519457053957083258e-05,-1.154015959563082538e-05,1.631249686368887352e-05,-2.948517419251839300e-03
5.679185876207090914e+06,-3.729464262534074485e+06,2.419329828020259447e+05,2.434612477677764673e+03,4.099292157402800513e+03,5.988341293552399293e+03,-8.769715236311759199e-01,2.162947083710067275e-01,4.312800181789774312e-01,6.491331700117751458e-02,1.052671956287806188e-01,9.647598757921545254e-02,-5.161788344263610467e-02,1.604995751012972340e-06,2.750596530253742236e-05,9.267653495481230526e-05,-6.331306772493065262e-05,1.463245579415517181e-05,-1.020368717166304593e-05,1.753378295504940643e-05,-2.966636590227000880e-03
5.680402273711243644e+06,-3.727414019850502722e+06,2.449271145797162608e+05,2.430977409174089644e+03,4.101678358186350124e+03,5.988185497832547298e+03,-8.919356571748697782e-01,1.868804553871404317e-01,4.132224593989763384e-01,6.988831773717329998e-02,1.023099257933802048e-01,1.006188244568965301e-01,-4.838611478032050356e-02,3.194274570780164031e-05,-6.984163011899876530e-05,1.772130870460680927e-04,7.997742349421931723e-05,1.397269623413477878e-05,-8.928428799093537745e-06,1.879292306121287950e-05,-2.976973187577725000e-03
5.681616853486613370e+06,-3.725362584394641221e+06,2.479211679804897576e+05,2.427341562757957490e+03,4.104063246432667256e+03,5.988027785893397777e+03,-9.055208218691769284e-01,1.581275301766663643e-01,3.941726867048969685e-01,7.611957995683843459e-02,9.658846783155787541e-02,1.026134936460321861e-01,-5.139806421458786162e-02,5.731198342457240148e-05,-5.174766745207219279e-05,6.312288696745608899e-05,9.871423565991241877e-05,1.308715848619101038e-05,-7.686101433239746317e-06,1.988124802516327529e-05,-2.993384887701289188e-03
5.682829615144539624e+06,-3.723309956822950393e+06,2.509151420462494134e+05,2.423704939592838855e+03,4.106446821378584900e+03,5.987868157785420408e+03,-9.183822830959484929e-01,1.288439760783827714e-01,3.735523729843524543e-01,8.121560475333682028e-02,9.934138026595799864e-02,1.065801585240156724e-01,-4.737006828811984871e-02,-6.054598815405713258e-05,1.142683587860227127e-04,9.931351832254452846e-05,-1.609722531971845489e-04,1.224250924231790963e-05,-6.238157845372332940e-06,2.089076682362608651e-05,-2.998933684403848332e-03
5.684040558296937495e+06,-3.721256137792270165e+06,2.539090358189234685e+05,2.420067540842454946e+03,4.108829082261358963e+03,5.987706613559696962e+03,-9.296759903906179900e-01,1.002210869258072512e-01,3.523620295331330032e-01,8.766517570722123787e-02,9.391983808006694467e-02,1.068033176639580917e-01,-5.154327342608122642e-02,4.381869333353552188e-05,9.921499973268754671e-06,2.697816934023992172e-05,7.282200235047935066e-05,1.125228055148488073e-05,-4.998200493705391089e-06,2.181343258715481726e-05,-3.013181988255508870e-03
5.685249682556308806e+06,-3.719201127959824167e+06,2.569028483404659783e+05,2.416429367670772535e+03,4.111210028318670084e+03,5.987543153267917660e+03,-9.399040895900104831e-01,7.236377472596609850e-02,3.298514951900019532e-01,9.352200100923344084e-02,9.102582484612090075e-02,1.096794164696195950e-01,-4.812196202804674278e-02,7.117162336744972738e-05,-1.702237701695340199e-06,-1.144403225449673877e-04,2.895751491291655575e-05,1.012971287570329652e-05,-3.626805686023766716e-06,2.258812270287978958e-05,-3.018181377297368684e-03
5.686456987535730004e+06,-3.717144927983214147e+06,2.598965786528569006e+05,2.412790421242006687e+03,4.113589658788614543e+03,5.987377776962395728e+03,-9.490141577177720889e-01,4.500277143569474114e-02,3.060742283108674466e-01,9.942972085237347657e-02,8.830304682199979771e-02,1.127709483808708446e-01,-4.770975099918892126e-02,1.271887053761402043e-04,3.284836460842126249e-05,-5.516034791321782794e-05,-1.281756259929023019e-04,8.985851147497022566e-06,-2.429136775040565102e-06,2.331118476517095772e-05,-3.023408853288556131e-03
5.687662472848866135e+06,-3.715087538520424161e+06,2.628902257981026778e+05,2.409150702720622576e+03,4.115967972909709715e+03,5.987210484696051026e+03,-9.568352631160293997e-01,1.830468504406206759e-02,2.813586546717705139e-01,1.058453592255035325e-01,8.457320035536367020e-02,1.145638253795155381e-01,-4.915874048441902511e-02,-2.223350917253828416e-04,-5.886481446384958478e-05,6.696856223466251309e-05,-1.426556919607340141e-04,7.546472585291413695e-06,-1.097238588147544944e-06,2.390435439118373376e-05,-3.033938962064386402e-03
5.688866138109960593e+06,-3.713028960229819175e+06,2.658837888182363240e+05,2.405510213271326847e+03,4.118344969920895892e+03,5.987041276522413682e+03,-9.633111243694557624e-01,-7.611520660617277119e-03,2.564221538118360288e-01,1.116584669125682688e-01,8.207272322170022782e-02,1.135149194035955239e-01,-4.654001719622422040e-02,7.902645001924352088e-05,3.265937581618984101e-05,-3.489558243402254433e-05,1.142910705109032217e-04,6.186065800825118910e-06,6.431739680252373490e-08,2.434408153232649300e-05,-3.034964893861236135e-03
5.690067982933841646e+06,-3.710969193770145532e+06,2.688772667553175124e+05,2.401868954059077168e+03,4.120720649061534459e+03,5.986870152495630464e+03,-9.687377085049689862e-01,-3.299657533259314074e-02,2.299936519095417686e-01,1.175490502527589132e-01,7.932146510861845523e-02,1.179166162169903720e-01,-4.680348116216772464e-02,-1.928637159114192172e-05,-1.465388290211913648e-05,-7.121080451495968768e-05,-5.370193819234484531e-06,4.654156672735219309e-06,1.106362872323695233e-06,2.455887483166449513e-05,-3.041377420177848734e-03
5.691268006935918704e+06,-3.708908239800528158e+06,2.718706586514334194e+05,2.398226926249076769e+03,4.123095009571408809e+03,5.986697112670462957e+03,-9.729749019414299926e-01,-5.809379306190511766e-02,2.028687164879365012e-01,1.226968436323323253e-01,7.871500349179376410e-02,1.194665331713966466e-01,-4.432435045824366371e-02,5.515245475525851822e-05,2.231071529665335813e-05,-1.579145728856688551e-04,-5.016561228822346435e-05,3.230628545362794515e-06,2.107881455684860373e-06,2.484575355971205992e-05,-3.042738888798135477e-03
5.692466209732186049e+06,-3.706846098980471492e+06,2.748639635486985208e+05,2.394584131006775806e+03,4.125468050690719792e+03,5.986522157102283018e+03,-9.760370618465495918e-01,-8.141804532836298403e-02,1.751728611031589389e-01,1.277107996969460424e-01,7.194982155932977408e-02,1.198815145127846843e-01,-4.308083617039754759e-02,-3.394260127138568083e-04,7.938255003894342170e-05,-8.932590870295278177e-06,6.166413542637134103e-05,1.538632328950477410e-06,3.168364747875032195e-06,2.482452315284799539e-05,-3.041230656344540151e-03
5.693662590939213522e+06,-3.704782771969860885e+06,2.778571804892555228e+05,2.390940569497867727e+03,4.127839771660096631e+03,5.986345285847075502e+03,-9.779745710571506878e-01,-1.048203910130216104e-01,1.460297220179346267e-01,1.324154572644119510e-01,7.209037768751275221e-02,1.248503126214132869e-01,-4.297145905509993508e-02,1.184231387338838316e-05,-1.092464189773132255e-05,-1.169460604830099119e-05,1.728244344830871739e-04,-8.227658592390808877e-08,4.050904137555891327e-06,2.480057015147310858e-05,-3.047465213143807361e-03
5.694857150174165145e+06,-3.702718259428960737e+06,2.808503085152750136e+05,2.387296242888291545e+03,4.130210171720590552e+03,5.986166498961441903e+03,-9.787815758517409703e-01,-1.266384255029226469e-01,1.163295109883098893e-01,1.367610222485433902e-01,6.631004376950781765e-02,1.256645973999719612e-01,-4.148192342348076128e-02,-3.475649798086305702e-06,-1.020254214434347835e-05,-1.085171225725279785e-04,-1.544111661433533842e-04,-1.751761596499086136e-06,4.947419126309995827e-06,2.455776961737678139e-05,-3.051317910124584643e-03
5.696049887054779567e+06,-3.700652562018415891e+06,2.838433466689559282e+05,2.383651152344232287e+03,4.132579250113672970e+03,5.985985796502597623e+03,-9.783937402411281292e-01,-1.481386460491572465e-01,8.606090367460191015e-02,1.403126652010578401e-01,6.572656932950191044e-02,1.275425814473955533e-01,-3.917961243347659051e-02,-2.115556381991876326e-04,8.072061385453286480e-05,-1.115953815242309952e-04,-2.242827984897449104e-04,-3.483731365746207177e-06,5.668738695818644540e-06,2.417818781579813582e-05,-3.054107126882144030e-03
5.697240801199381240e+06,-3.698585680399248842e+06,2.868362939925260143e+05,2.380005299032119183e+03,4.134947006081237305e+03,5.985803178528359240e+03,-9.766629481762497678e-01,-1.691623339500216983e-01,5.500210046648731227e-02,1.441839159053761033e-01,6.410686909849891424e-02,1.296948774414770078e-01,-4.147252429992102918e-02,-4.090342521481975317e-05,6.835425954159532453e-06,1.477309604745917027e-04,1.023735847824167218e-04,-5.109382833577981014e-06,6.477950134993524984e-06,2.368910407894494878e-05,-3.070226680168985922e-03
5.698429892226876691e+06,-3.696517615232862998e+06,2.898291495282424148e+05,2.376358684118625661e+03,4.137313438865602620e+03,5.985618645097168155e+03,-9.739121395705720996e-01,-1.892325834083318781e-01,2.380817177213990013e-02,1.463815525778185134e-01,6.137399606136509367e-02,1.305649707396764059e-01,-3.544057447492851565e-02,9.824080702834810108e-05,-5.206619469965504532e-05,-9.979309491801595009e-05,-2.199229864464128617e-04,-6.801385478563042129e-06,7.081508138057062455e-06,2.320290673369341419e-05,-3.073113437176866469e-03
5.699617159756761044e+06,-3.694448367181038484e+06,2.928219123183913180e+05,2.372711308770668438e+03,4.139678547709511804e+03,5.985432196268077860e+03,-9.699911486853156628e-01,-2.081759535696794117e-01,-7.886856106751322440e-03,1.484398595250336628e-01,5.760716522741363144e-02,1.318339395713260531e-01,-3.585184770498030249e-02,-2.728084621489823260e-05,8.264109372310929433e-05,-4.225278918328624714e-05,1.067197133446061487e-05,-8.384361999844996299e-06,7.578232362658050582e-06,2.239985699680389176e-05,-3.081933043775464398e-03
5.700802603409103118e+06,-3.692377936905935407e+06,2.958145814052885980e+05,2.369063174155406614e+03,4.142042331856130659e+03,5.985243832100746658e+03,-9.647828153358272152e-01,-2.269153282668468774e-01,-3.969571478378090823e-02,1.498471538946529180e-01,5.779281905710270673e-02,1.327222987434464319e-01,-3.420078038014905814e-02,1.199875516442322352e-04,1.484711606518031452e-05,-7.185157582148793106e-05,1.867300546992902661e-05,-1.005202886385068943e-05,8.109640312309538817e-06,2.155038526180204635e-05,-3.093610949828073942e-03
5.701986222804564983e+06,-3.690306325070090126e+06,2.988071558312803973e+05,2.365414281440243485e+03,4.144404790549046083e+03,5.985053552655456770e+03,-9.586387204642906612e-01,-2.443468715559551641e-01,-7.166251117376927493e-02,1.500275354243641446e-01,5.332877572823761791e-02,1.337934191428892805e-01,-3.040136696669655872e-02,8.932505398896315103e-05,4.784454461506916582e-05,1.130778851202935618e-04,6.496101226478492158e-05,-1.161040029430220553e-05,8.458139493085547331e-06,2.068487535976010113e-05,-3.099216709040231166e-03
5.703168017564389855e+06,-3.688233532336418983e+06,3.017996346387425438e+05,2.361764631792826094e+03,4.146765923032271530e+03,5.984861357993097045e+03,-9.514340058125880795e-01,-2.607022352349437910e-01,-1.036328306531530408e-01,1.497257821145394074e-01,5.011436581285742820e-02,1.339256843808065145e-01,-2.950692748302034124e-02,-8.668531084619928622e-05,9.957168760501010655e-05,-1.342360133936023150e-04,1.318577189922656896e-04,-1.310564103635916455e-05,8.660348025115186262e-06,1.951534496751937552e-05,-3.107149730006586452e-03
5.704347987310398370e+06,-3.686159559368215967e+06,3.047920168700820068e+05,2.358114226381040226e+03,4.149125728550245185e+03,5.984667248175167515e+03,-9.430781947004708288e-01,-2.763538168073876311e-01,-1.357780419454417131e-01,1.488653289455779405e-01,4.830656976055824892e-02,1.352119617700472953e-01,-2.854993314458982578e-02,-9.184192795530132829e-06,-1.173314842033327756e-04,1.159979624385201502e-04,-6.074725251405490613e-05,-1.457794642426020647e-05,8.995282404562314889e-06,1.837747983556029327e-05,-3.119355128363920926e-03
5.705526131665006280e+06,-3.684084406829153188e+06,3.077843015677364892e+05,2.354463066373017682e+03,4.151484206347829968e+03,5.984471223263783031e+03,-9.337531230746638489e-01,-2.910281588326167901e-01,-1.680162566718333972e-01,1.468315510621686082e-01,4.501535686015335769e-02,1.367847495280251624e-01,-2.535447698100073977e-02,-1.405907027266261916e-04,1.060286470794482465e-04,-4.520876833214408094e-05,-6.229583669846993374e-05,-1.591386842611795509e-05,9.260003997829434417e-06,1.711971641699014426e-05,-3.129232875619836207e-03
